id,title,description,category,videoUrl,thumbnailUrl,duration
clean_my_phone_19,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774982600/portfolio/brand_ads/videos/clean_my_phone_19.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774982600/portfolio/brand_ads/videos/clean_my_phone_19.jpg,30
clean_my_phone_6,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774982270/portfolio/brand_ads/videos/clean_my_phone_6.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774982270/portfolio/brand_ads/videos/clean_my_phone_6.jpg,30
clean_my_phone_15,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774982047/portfolio/brand_ads/videos/clean_my_phone_15.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774982047/portfolio/brand_ads/videos/clean_my_phone_15.jpg,30
clean_my_phone_3,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774984853/portfolio/brand_ads/videos/clean_my_phone_3.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774984853/portfolio/brand_ads/videos/clean_my_phone_3.jpg,30
clean_my_phone_7,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774981296/portfolio/brand_ads/videos/clean_my_phone_7.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774981296/portfolio/brand_ads/videos/clean_my_phone_7.jpg,30
clean_my_phone_18,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774981164/portfolio/brand_ads/videos/clean_my_phone_18.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774981164/portfolio/brand_ads/videos/clean_my_phone_18.jpg,30
clean_my_phone_14,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774981492/portfolio/brand_ads/videos/clean_my_phone_14.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774981492/portfolio/brand_ads/videos/clean_my_phone_14.jpg,30
clean_my_phone_10,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774984808/portfolio/brand_ads/videos/clean_my_phone_10.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774984808/portfolio/brand_ads/videos/clean_my_phone_10.jpg,30
clean_my_phone_13,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774980750/portfolio/brand_ads/videos/clean_my_phone_13.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774980750/portfolio/brand_ads/videos/clean_my_phone_13.jpg,30
clean_my_phone_1,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774978880/portfolio/brand_ads/videos/clean_my_phone_1.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774978880/portfolio/brand_ads/videos/clean_my_phone_1.jpg,30
clean_my_phone_12,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774979164/portfolio/brand_ads/videos/clean_my_phone_12.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774979164/portfolio/brand_ads/videos/clean_my_phone_12.jpg,30
clean_my_phone_11,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985628/portfolio/brand_ads/videos/clean_my_phone_11.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985628/portfolio/brand_ads/videos/clean_my_phone_11.jpg,30
clean_my_phone_2,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985539/portfolio/brand_ads/videos/clean_my_phone_2.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985539/portfolio/brand_ads/videos/clean_my_phone_2.jpg,30
clean_my_phone_22,Clean My Phone(),"Clean My Phone()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774981024/portfolio/brand_ads/videos/clean_my_phone_22.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774981024/portfolio/brand_ads/videos/clean_my_phone_22.jpg,30
clevernote,Clevernote,"Clevernote
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774984185/portfolio/brand_ads/videos/clevernote.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774984185/portfolio/brand_ads/videos/clevernote.jpg,30
clevernote_4,Clevernote(),"Clevernote()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985705/portfolio/brand_ads/videos/clevernote_4.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985705/portfolio/brand_ads/videos/clevernote_4.jpg,30
clevernote_3,Clevernote(),"Clevernote()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774983073/portfolio/brand_ads/videos/clevernote_3.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774983073/portfolio/brand_ads/videos/clevernote_3.jpg,30
clevernote_1,Clevernote(),"Clevernote()
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774981652/portfolio/brand_ads/videos/clevernote_1.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774981652/portfolio/brand_ads/videos/clevernote_1.jpg,30
melod_ai_4,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985459/portfolio/brand_ads/videos/melod_ai_4.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985459/portfolio/brand_ads/videos/melod_ai_4.jpg,30
melod_ai_18,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985336/portfolio/brand_ads/videos/melod_ai_18.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985336/portfolio/brand_ads/videos/melod_ai_18.jpg,30
melod_ai_6,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985296/portfolio/brand_ads/videos/melod_ai_6.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985296/portfolio/brand_ads/videos/melod_ai_6.jpg,30
melod_ai_7,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985245/portfolio/brand_ads/videos/melod_ai_7.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985245/portfolio/brand_ads/videos/melod_ai_7.jpg,30
melod_ai_23,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985203/portfolio/brand_ads/videos/melod_ai_23.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985203/portfolio/brand_ads/videos/melod_ai_23.jpg,30
melod_ai_3,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985086/portfolio/brand_ads/videos/melod_ai_3.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985086/portfolio/brand_ads/videos/melod_ai_3.jpg,30
melod_ai_20,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774984903/portfolio/brand_ads/videos/melod_ai_20.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774984903/portfolio/brand_ads/videos/melod_ai_20.jpg,30
melod_ai_22,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774984996/portfolio/brand_ads/videos/melod_ai_22.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774984996/portfolio/brand_ads/videos/melod_ai_22.jpg,30
melod_ai_2,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985035/portfolio/brand_ads/videos/melod_ai_2.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985035/portfolio/brand_ads/videos/melod_ai_2.jpg,30
melod_ai_14,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774978031/portfolio/brand_ads/videos/melod_ai_14.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774978031/portfolio/brand_ads/videos/melod_ai_14.jpg,30
melod_ai_21,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774984713/portfolio/brand_ads/videos/melod_ai_21.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774984713/portfolio/brand_ads/videos/melod_ai_21.jpg,30
melod_ai_5,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985784/portfolio/brand_ads/videos/melod_ai_5.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985784/portfolio/brand_ads/videos/melod_ai_5.jpg,30
melod_ai_10,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774980856/portfolio/brand_ads/videos/melod_ai_10.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774980856/portfolio/brand_ads/videos/melod_ai_10.jpg,30
melod_ai_11,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774980592/portfolio/brand_ads/videos/melod_ai_11.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774980592/portfolio/brand_ads/videos/melod_ai_11.jpg,30
melod_ai_13,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774980510/portfolio/brand_ads/videos/melod_ai_13.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774980510/portfolio/brand_ads/videos/melod_ai_13.jpg,30
melod_ai_12,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774980214/portfolio/brand_ads/videos/melod_ai_12.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774980214/portfolio/brand_ads/videos/melod_ai_12.jpg,30
melod_ai_16,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774980105/portfolio/brand_ads/videos/melod_ai_16.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774980105/portfolio/brand_ads/videos/melod_ai_16.jpg,30
melod_ai_17,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774979808/portfolio/brand_ads/videos/melod_ai_17.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774979808/portfolio/brand_ads/videos/melod_ai_17.jpg,30
melod_ai_15,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774979632/portfolio/brand_ads/videos/melod_ai_15.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774979632/portfolio/brand_ads/videos/melod_ai_15.jpg,30
melod_ai_9,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774979505/portfolio/brand_ads/videos/melod_ai_9.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774979505/portfolio/brand_ads/videos/melod_ai_9.jpg,30
melod_ai_8,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774978190/portfolio/brand_ads/videos/melod_ai_8.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774978190/portfolio/brand_ads/videos/melod_ai_8.jpg,30
melod_ai_1,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774984747/portfolio/brand_ads/videos/melod_ai_1.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774984747/portfolio/brand_ads/videos/melod_ai_1.jpg,30
melod_ai_19,Melod Ai,"Melod Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774985861/portfolio/brand_ads/videos/melod_ai_19.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774985861/portfolio/brand_ads/videos/melod_ai_19.jpg,30
roomcraft_ai,Roomcraft Ai,"Roomcraft Ai
 

 High-quality brand advertisement video created for portfolio showcase.
 Focused on storytelling, engagement, and visual appeal.
 

 🎬 Created by: AIVIRALADS",Brand Ads,https://res.cloudinary.com/dn6ggohlj/video/upload/v1774973901/portfolio/brand_ads/videos/roomcraft_ai.mov,https://res.cloudinary.com/dn6ggohlj/video/upload/so_0/v1774973901/portfolio/brand_ads/videos/roomcraft_ai.jpg,30
